claim_id,evidence_id,label
493,Paleotempestology:899,NOT_ENOUGH_INFO
493,Paleotempestology:953,NOT_ENOUGH_INFO
494,Air National Guard:538,NOT_ENOUGH_INFO
494,"Palm Beach County, Florida:50",NOT_ENOUGH_INFO
494,"Palm Beach County, Florida:66",NOT_ENOUGH_INFO
494,"Palm Beach County, Florida:92",NOT_ENOUGH_INFO
494,"Palm Beach County, Florida:96",NOT_ENOUGH_INFO
495,1938 New England hurricane:0,NOT_ENOUGH_INFO
495,1938 New England hurricane:4,NOT_ENOUGH_INFO
495,1993 Storm of the Century:25,NOT_ENOUGH_INFO
495,Winter storm naming in the United States:7,NOT_ENOUGH_INFO
495,Winter storm:49,NOT_ENOUGH_INFO
496,Climate of Florida:70,NOT_ENOUGH_INFO
496,Global warming controversy:233,NOT_ENOUGH_INFO
496,Hurricane Floyd:187,NOT_ENOUGH_INFO
496,Natural disaster:73,NOT_ENOUGH_INFO
496,Physical impacts of climate change:46,NOT_ENOUGH_INFO
498,Climate change in the United States:50,REFUTES
498,Hurricane Andrew:8,REFUTES
498,Hurricane Harvey:1,NOT_ENOUGH_INFO
498,Hurricane Irma:33,REFUTES
498,Hurricane Irma:9,NOT_ENOUGH_INFO
499,Economics of global warming:185,NOT_ENOUGH_INFO
499,Economics of global warming:247,NOT_ENOUGH_INFO
499,Neoliberalism:154,NOT_ENOUGH_INFO
499,Neoliberalism:176,NOT_ENOUGH_INFO
499,United States:22,NOT_ENOUGH_INFO
502,Antarctica:160,NOT_ENOUGH_INFO
502,Precipitation:131,NOT_ENOUGH_INFO
502,Santa Ana winds:20,NOT_ENOUGH_INFO
502,Santa Ana winds:56,NOT_ENOUGH_INFO
502,West Coast of the United States:14,NOT_ENOUGH_INFO
503,2013–14 North American winter:28,NOT_ENOUGH_INFO
503,Early 2014 North American cold wave:7,SUPPORTS
503,Polar vortex:100,SUPPORTS
503,Stratosphere:51,NOT_ENOUGH_INFO
503,Winter 1985 cold wave:0,NOT_ENOUGH_INFO
506,Attribution of recent climate change:191,NOT_ENOUGH_INFO
506,Attribution of recent climate change:197,NOT_ENOUGH_INFO
506,Global warming:129,NOT_ENOUGH_INFO
506,Global warming:555,NOT_ENOUGH_INFO
506,Intergovernmental Panel on Climate Change:113,NOT_ENOUGH_INFO
508,Climate model:37,NOT_ENOUGH_INFO
508,Climate:115,NOT_ENOUGH_INFO
508,Coriolis force:187,NOT_ENOUGH_INFO
508,Earth:277,NOT_ENOUGH_INFO
508,Future of Earth:80,NOT_ENOUGH_INFO
512,Carbon dioxide:192,NOT_ENOUGH_INFO
512,Carbon dioxide:21,REFUTES
512,Global warming:6,NOT_ENOUGH_INFO
512,Greenhouse effect:54,NOT_ENOUGH_INFO
512,Greenhouse gas:2,NOT_ENOUGH_INFO
516,Earth:249,NOT_ENOUGH_INFO
516,Earth:254,NOT_ENOUGH_INFO
516,Global warming:48,NOT_ENOUGH_INFO
516,Ice age:182,SUPPORTS
516,Little Ice Age:162,SUPPORTS
519,Holocene:279,NOT_ENOUGH_INFO
519,Little Ice Age:0,NOT_ENOUGH_INFO
519,Little Ice Age:118,SUPPORTS
519,Little Ice Age:162,NOT_ENOUGH_INFO
519,Little Ice Age:163,NOT_ENOUGH_INFO
520,Carbon dioxide:185,NOT_ENOUGH_INFO
520,Carbon dioxide:187,NOT_ENOUGH_INFO
520,Carbon dioxide:203,NOT_ENOUGH_INFO
520,Carbon dioxide:211,NOT_ENOUGH_INFO
520,Planetary boundaries:135,NOT_ENOUGH_INFO
527,Earth:151,NOT_ENOUGH_INFO
527,Earth:316,NOT_ENOUGH_INFO
527,Earth:93,NOT_ENOUGH_INFO
527,Marine life:23,NOT_ENOUGH_INFO
527,Tsunami:110,NOT_ENOUGH_INFO
528,Earth:16,SUPPORTS
528,Earth:67,NOT_ENOUGH_INFO
528,Evolution:347,SUPPORTS
528,Future of Earth:26,NOT_ENOUGH_INFO
528,Nature:51,SUPPORTS
530,Adelaide:426,SUPPORTS
530,Adelaide:982,NOT_ENOUGH_INFO
530,South Australia:93,NOT_ENOUGH_INFO
530,South Australia:94,NOT_ENOUGH_INFO
530,South Australia:95,NOT_ENOUGH_INFO
531,Energy policy of India:150,NOT_ENOUGH_INFO
531,Energy policy of India:151,NOT_ENOUGH_INFO
531,Kilowatt hour:0,NOT_ENOUGH_INFO
531,National Electricity Market:36,NOT_ENOUGH_INFO
531,Solar power:11,NOT_ENOUGH_INFO
532,Carbon dioxide:21,NOT_ENOUGH_INFO
532,Carbon footprint:73,NOT_ENOUGH_INFO
532,Coal:223,NOT_ENOUGH_INFO
532,Engine:110,NOT_ENOUGH_INFO
532,Fossil fuel power station:86,NOT_ENOUGH_INFO
534,Avoiding Dangerous Climate Change (2005 conference):28,SUPPORTS
534,Global warming:126,SUPPORTS
534,Paris Agreement:529,SUPPORTS
534,Runaway greenhouse effect:284,SUPPORTS
534,Tipping points in the climate system:6,SUPPORTS
538,Atmospheric methane:88,SUPPORTS
538,Climate change feedback:61,NOT_ENOUGH_INFO
538,Climate change in the Arctic:7,NOT_ENOUGH_INFO
538,Permafrost:182,NOT_ENOUGH_INFO
538,Permafrost:6,NOT_ENOUGH_INFO
539,Global warming:126,SUPPORTS
539,Global warming:127,SUPPORTS
539,Global warming:21,NOT_ENOUGH_INFO
539,Planetary boundaries:16,SUPPORTS
539,Planetary boundaries:19,SUPPORTS
540,2010 Northern Hemisphere heat waves:113,SUPPORTS
540,2010 Northern Hemisphere heat waves:139,SUPPORTS
540,2018 British Isles heat wave:95,SUPPORTS
540,Heat wave:150,SUPPORTS
540,Heat wave:151,SUPPORTS
548,Cyclone:113,SUPPORTS
548,Cyclone:69,NOT_ENOUGH_INFO
548,Extratropical cyclone:0,SUPPORTS
548,Extratropical cyclone:2,NOT_ENOUGH_INFO
548,Jet stream:69,SUPPORTS
549,Arctic sea ice decline:83,SUPPORTS
549,Cloud:341,NOT_ENOUGH_INFO
549,Hurricane Harvey:296,NOT_ENOUGH_INFO
549,Jet stream:315,NOT_ENOUGH_INFO
549,Jet stream:78,NOT_ENOUGH_INFO
550,Arctic Ocean:166,NOT_ENOUGH_INFO
550,Arctic sea ice decline:76,NOT_ENOUGH_INFO
550,Arctic sea ice decline:83,SUPPORTS
550,Global warming:158,SUPPORTS
550,Jet stream:124,NOT_ENOUGH_INFO
551,Alpine climate:0,SUPPORTS
551,Climate:50,NOT_ENOUGH_INFO
551,Köppen climate classification:117,SUPPORTS
551,Oceanic climate:78,NOT_ENOUGH_INFO
551,Weather:63,NOT_ENOUGH_INFO
554,Climate of India:260,SUPPORTS
554,Rain:1068,SUPPORTS
554,Supercell:59,NOT_ENOUGH_INFO
554,Tropical cyclone:40,NOT_ENOUGH_INFO
554,Uruguay:153,NOT_ENOUGH_INFO
555,Brown bear:215,SUPPORTS
555,Brown bear:219,SUPPORTS
555,Brown bear:228,REFUTES
555,Grizzly bear:111,SUPPORTS
555,Kodiak bear:88,SUPPORTS
556,Climate of Chicago:38,NOT_ENOUGH_INFO
556,Florida:177,NOT_ENOUGH_INFO
556,"Montclair, New Jersey:30",NOT_ENOUGH_INFO
556,New Jersey:158,NOT_ENOUGH_INFO
556,Pago Pago:240,NOT_ENOUGH_INFO
558,Effects of climate change on terrestrial animals:90,NOT_ENOUGH_INFO
558,Invasive species:20,SUPPORTS
558,Invasive species:68,NOT_ENOUGH_INFO
558,Species:133,NOT_ENOUGH_INFO
558,Vine:42,NOT_ENOUGH_INFO
559,Biodiversity:309,SUPPORTS
559,Climate change in the Arctic:501,SUPPORTS
559,Deforestation and climate change:80,NOT_ENOUGH_INFO
559,Effects of climate change on plant biodiversity:70,SUPPORTS
559,Scientific consensus on climate change:677,SUPPORTS
562,Global warming:1783,NOT_ENOUGH_INFO
562,Global warming:7,SUPPORTS
562,Intergovernmental Panel on Climate Change:128,SUPPORTS
562,Sea level rise:10,NOT_ENOUGH_INFO
562,Sea level rise:564,NOT_ENOUGH_INFO
564,Global warming:18,SUPPORTS
564,Global warming:262,NOT_ENOUGH_INFO
564,Global warming:263,SUPPORTS
564,Paris Agreement:160,NOT_ENOUGH_INFO
564,Paris Agreement:3,NOT_ENOUGH_INFO
565,Big data:287,SUPPORTS
565,Global catastrophic risk:231,REFUTES
565,Global catastrophic risk:36,NOT_ENOUGH_INFO
565,Physics:132,SUPPORTS
565,Scientific method:119,SUPPORTS
567,Atmospheric methane:225,NOT_ENOUGH_INFO
567,Global warming:131,NOT_ENOUGH_INFO
567,Global warming:142,NOT_ENOUGH_INFO
567,Global warming:167,NOT_ENOUGH_INFO
567,Global warming:555,NOT_ENOUGH_INFO
568,Regime shift:56,NOT_ENOUGH_INFO
568,Regime shift:88,NOT_ENOUGH_INFO
568,Regime shift:93,SUPPORTS
568,Retreat of glaciers since 1850:423,NOT_ENOUGH_INFO
568,Retreat of glaciers since 1850:424,NOT_ENOUGH_INFO
575,Effects of global warming on human health:21,SUPPORTS
575,Global warming conspiracy theory:13,NOT_ENOUGH_INFO
575,Global warming:276,NOT_ENOUGH_INFO
575,Instrumental temperature record:49,NOT_ENOUGH_INFO
575,Shutdown of thermohaline circulation:37,NOT_ENOUGH_INFO
576,London:218,SUPPORTS
576,Oxford:88,NOT_ENOUGH_INFO
576,Sweden:263,SUPPORTS
576,University of Oxford:496,NOT_ENOUGH_INFO
576,University of Oxford:664,NOT_ENOUGH_INFO
577,Heat wave:0,NOT_ENOUGH_INFO
577,Heat wave:13,NOT_ENOUGH_INFO
577,Heat wave:144,SUPPORTS
577,Heat wave:160,SUPPORTS
577,Heat wave:8,NOT_ENOUGH_INFO
578,Carbon dioxide in Earth's atmosphere:4,NOT_ENOUGH_INFO
578,Carbon dioxide in Earth's atmosphere:63,NOT_ENOUGH_INFO
578,Global warming:231,NOT_ENOUGH_INFO
578,Scientific consensus on climate change:190,SUPPORTS
578,Years of Living Dangerously:47,NOT_ENOUGH_INFO
581,Climate change in Australia:122,SUPPORTS
581,Climate change in Australia:135,NOT_ENOUGH_INFO
581,Perth:82,NOT_ENOUGH_INFO
581,Sydney:150,SUPPORTS
581,Sydney:176,NOT_ENOUGH_INFO
582,Atlantic Ocean:127,NOT_ENOUGH_INFO
582,Atlantic Ocean:128,NOT_ENOUGH_INFO
582,Gulf Stream:4,NOT_ENOUGH_INFO
582,Gulf Stream:53,NOT_ENOUGH_INFO
582,Norway:322,NOT_ENOUGH_INFO
583,Bahrain:195,NOT_ENOUGH_INFO
583,Gulf Stream:0,NOT_ENOUGH_INFO
583,Gulf Stream:22,NOT_ENOUGH_INFO
583,Gulf Stream:42,SUPPORTS
583,Gulf Stream:45,NOT_ENOUGH_INFO
586,Mercury (planet):106,NOT_ENOUGH_INFO
586,Mercury (planet):109,NOT_ENOUGH_INFO
586,Mercury (planet):14,NOT_ENOUGH_INFO
586,Mercury (planet):15,NOT_ENOUGH_INFO
586,Sun:55,NOT_ENOUGH_INFO
590,Climate sensitivity:21,REFUTES
590,Climate sensitivity:27,NOT_ENOUGH_INFO
590,Climate sensitivity:72,REFUTES
590,Climate sensitivity:74,REFUTES
590,Climate sensitivity:75,REFUTES
591,Climate change adaptation:995,NOT_ENOUGH_INFO
591,Global warming controversy:231,SUPPORTS
591,Global warming controversy:241,REFUTES
591,Scientific consensus on climate change:32,NOT_ENOUGH_INFO
591,Scientific consensus on climate change:65,NOT_ENOUGH_INFO
593,Bachelor's degree:406,NOT_ENOUGH_INFO
593,Degrees of freedom (physics and chemistry):28,NOT_ENOUGH_INFO
593,Equator:6,NOT_ENOUGH_INFO
593,Master's degree:124,NOT_ENOUGH_INFO
593,Six degrees of separation:129,NOT_ENOUGH_INFO
598,Global warming controversy:234,NOT_ENOUGH_INFO
598,Global warming controversy:241,NOT_ENOUGH_INFO
598,Global warming:317,NOT_ENOUGH_INFO
598,Global warming:7,NOT_ENOUGH_INFO
598,Intergovernmental Panel on Climate Change:113,REFUTES
603,Antarctica:1026,NOT_ENOUGH_INFO
603,Ice sheet:26,NOT_ENOUGH_INFO
603,Sea level rise:18,NOT_ENOUGH_INFO
603,Sea level rise:88,NOT_ENOUGH_INFO
603,Sea level rise:92,NOT_ENOUGH_INFO
609,Antarctica:351,NOT_ENOUGH_INFO
609,Antarctica:352,NOT_ENOUGH_INFO
609,Post-glacial rebound:54,NOT_ENOUGH_INFO
609,Sea level rise:196,SUPPORTS
609,Sea level rise:80,NOT_ENOUGH_INFO
614,Köppen climate classification:113,NOT_ENOUGH_INFO
614,Köppen climate classification:143,NOT_ENOUGH_INFO
614,Rio Grande:68,SUPPORTS
614,Temperate climate:21,NOT_ENOUGH_INFO
614,Temperate climate:23,NOT_ENOUGH_INFO
615,Effects of global warming:101,SUPPORTS
615,Effects of global warming:70,NOT_ENOUGH_INFO
615,Effects of global warming:83,SUPPORTS
615,Global warming:12,SUPPORTS
615,Physical impacts of climate change:23,NOT_ENOUGH_INFO
616,Cryosphere:59,SUPPORTS
616,Global warming:29,NOT_ENOUGH_INFO
616,Lake Tahoe:60,NOT_ENOUGH_INFO
616,Season creep:17,SUPPORTS
616,Snow:219,NOT_ENOUGH_INFO
619,Colorado River:409,NOT_ENOUGH_INFO
619,Glen Canyon Dam:268,SUPPORTS
619,Glen Canyon Dam:270,NOT_ENOUGH_INFO
619,Glen Canyon Dam:36,NOT_ENOUGH_INFO
619,Glen Canyon Dam:40,NOT_ENOUGH_INFO
620,Climate change in the United States:198,SUPPORTS
620,Climate change in the United States:237,NOT_ENOUGH_INFO
620,Climate change in the United States:285,NOT_ENOUGH_INFO
620,Climate change in the United States:286,SUPPORTS
620,Permian:74,NOT_ENOUGH_INFO
621,Effects of global warming:96,NOT_ENOUGH_INFO
621,Global warming:29,NOT_ENOUGH_INFO
621,Precipitation:138,NOT_ENOUGH_INFO
621,Snow:39,NOT_ENOUGH_INFO
621,Thunderstorm:39,NOT_ENOUGH_INFO
622,Climate change and agriculture:201,REFUTES
622,Climate change and agriculture:329,SUPPORTS
622,Climate change and agriculture:41,SUPPORTS
622,List of ecoregions in North America (CEC):1175,SUPPORTS
622,Season creep:8,SUPPORTS
623,Sea level rise:358,NOT_ENOUGH_INFO
623,Sea level rise:405,REFUTES
623,Sea level rise:415,NOT_ENOUGH_INFO
623,Seamount:2,NOT_ENOUGH_INFO
623,Walter Munk:148,SUPPORTS
625,Global warming:146,REFUTES
625,Sea level rise:171,NOT_ENOUGH_INFO
625,Sea level rise:22,NOT_ENOUGH_INFO
625,Sea level rise:50,REFUTES
625,Sea level rise:87,NOT_ENOUGH_INFO
626,Sea level rise:2,NOT_ENOUGH_INFO
626,Sea level rise:381,NOT_ENOUGH_INFO
626,Sea level rise:39,NOT_ENOUGH_INFO
626,Sea level rise:44,SUPPORTS
626,Sea level rise:50,SUPPORTS
628,Geology of Scotland:52,NOT_ENOUGH_INFO
628,Karoo Supergroup:28,NOT_ENOUGH_INFO
628,Overdeepening:55,NOT_ENOUGH_INFO
628,Overdeepening:56,NOT_ENOUGH_INFO
628,Plate tectonics:56,NOT_ENOUGH_INFO
630,Flood:52,NOT_ENOUGH_INFO
630,Sea level rise:59,SUPPORTS
630,Sea level rise:60,SUPPORTS
630,Snow:1,SUPPORTS
630,Water:97,NOT_ENOUGH_INFO
633,Paleocene–Eocene Thermal Maximum:98,REFUTES
633,Sea level rise:3,REFUTES
633,Sea level rise:68,NOT_ENOUGH_INFO
633,Sea level rise:69,NOT_ENOUGH_INFO
633,Sea level:56,NOT_ENOUGH_INFO
634,Coral:186,NOT_ENOUGH_INFO
634,Global warming:142,NOT_ENOUGH_INFO
634,Global warming:146,NOT_ENOUGH_INFO
634,Global warming:92,NOT_ENOUGH_INFO
634,Great Salt Lake:88,NOT_ENOUGH_INFO
637,Mediterranean Sea:274,SUPPORTS
637,Mediterranean Sea:277,NOT_ENOUGH_INFO
637,Mediterranean Sea:281,NOT_ENOUGH_INFO
637,Mediterranean Sea:672,NOT_ENOUGH_INFO
637,Sea:227,NOT_ENOUGH_INFO
638,Fred Singer:0,SUPPORTS
638,Fred Singer:74,SUPPORTS
638,Fred Singer:76,NOT_ENOUGH_INFO
638,Fred Singer:8,SUPPORTS
638,The Great Global Warming Swindle:275,NOT_ENOUGH_INFO
642,20th century:6,NOT_ENOUGH_INFO
642,Global warming:22,SUPPORTS
642,Global warming:7,SUPPORTS
642,Greenhouse gas:547,NOT_ENOUGH_INFO
642,Nuclear holocaust:4,REFUTES
644,Coral bleaching:24,SUPPORTS
644,Coral bleaching:51,NOT_ENOUGH_INFO
644,Coral bleaching:679,NOT_ENOUGH_INFO
644,Coral reef:367,NOT_ENOUGH_INFO
644,Great Barrier Reef:95,NOT_ENOUGH_INFO
645,Nitrogen fixation:19,NOT_ENOUGH_INFO
645,Nitrogen:1,NOT_ENOUGH_INFO
645,Nitrogen:198,NOT_ENOUGH_INFO
645,Nitrogen:25,NOT_ENOUGH_INFO
645,Nitrogen:258,NOT_ENOUGH_INFO
646,Arctic:93,NOT_ENOUGH_INFO
646,General circulation model:91,NOT_ENOUGH_INFO
646,Global cooling:3,NOT_ENOUGH_INFO
646,Global cooling:68,NOT_ENOUGH_INFO
646,Peak oil:360,NOT_ENOUGH_INFO
648,Carnivorous plant:220,NOT_ENOUGH_INFO
648,Climate change and agriculture:298,SUPPORTS
648,Climate change and agriculture:317,NOT_ENOUGH_INFO
648,Miscanthus giganteus:111,NOT_ENOUGH_INFO
648,Miscanthus giganteus:242,NOT_ENOUGH_INFO
649,Farleigh Hungerford Castle:106,NOT_ENOUGH_INFO
649,Farleigh Hungerford Castle:154,NOT_ENOUGH_INFO
649,Marcus Davis:31,NOT_ENOUGH_INFO
649,Thirty Years' War:484,NOT_ENOUGH_INFO
649,Thirty Years' War:497,NOT_ENOUGH_INFO
656,Arctic Ocean:174,SUPPORTS
656,Arctic methane emissions:79,SUPPORTS
656,Arctic:95,SUPPORTS
656,Arctic:96,SUPPORTS
656,Climate change feedback:32,NOT_ENOUGH_INFO
661,Polar bear:357,REFUTES
661,Polar bear:374,NOT_ENOUGH_INFO
661,Polar bear:377,NOT_ENOUGH_INFO
661,Polar bear:397,SUPPORTS
661,Polar bear:404,NOT_ENOUGH_INFO
662,Polar bear:10,SUPPORTS
662,Polar bear:347,REFUTES
662,Polar bear:400,NOT_ENOUGH_INFO
662,Polar bear:404,NOT_ENOUGH_INFO
662,Polar bear:61,NOT_ENOUGH_INFO
663,Polar bear:139,NOT_ENOUGH_INFO
663,Polar bear:173,NOT_ENOUGH_INFO
663,Polar bear:218,SUPPORTS
663,Polar bear:402,REFUTES
663,Polar bear:7,SUPPORTS
665,Bearded seal:54,NOT_ENOUGH_INFO
665,Marine mammal:130,NOT_ENOUGH_INFO
665,Polar bear:138,NOT_ENOUGH_INFO
665,Polar bear:66,NOT_ENOUGH_INFO
665,Ringed seal:3,NOT_ENOUGH_INFO
666,Polar bear:173,NOT_ENOUGH_INFO
666,Polar bear:190,REFUTES
666,Polar bear:231,NOT_ENOUGH_INFO
666,Polar bear:376,REFUTES
666,Polar bear:397,NOT_ENOUGH_INFO
667,Cretaceous–Paleogene extinction event:0,NOT_ENOUGH_INFO
667,Extinction event:11,NOT_ENOUGH_INFO
667,Extinction event:604,NOT_ENOUGH_INFO
667,Holocene extinction:183,NOT_ENOUGH_INFO
667,Quaternary extinction event:0,NOT_ENOUGH_INFO
668,OSTM/Jason-2:2,NOT_ENOUGH_INFO
668,Remote sensing:22,SUPPORTS
668,Remote sensing:25,NOT_ENOUGH_INFO
668,Sea level rise:31,SUPPORTS
668,Tide gauge:0,NOT_ENOUGH_INFO
669,Sea level rise:15,SUPPORTS
669,Sea level rise:168,SUPPORTS
669,Sea level rise:234,SUPPORTS
669,Sea level rise:8,SUPPORTS
669,Sea level rise:9,SUPPORTS
676,Efficient energy use:2,NOT_ENOUGH_INFO
676,Headlamp:415,NOT_ENOUGH_INFO
676,LED lamp:269,NOT_ENOUGH_INFO
676,Phase-out of incandescent light bulbs:309,NOT_ENOUGH_INFO
676,Series and parallel circuits:8,NOT_ENOUGH_INFO
677,Buffalo meat:25,NOT_ENOUGH_INFO
677,Meat:221,NOT_ENOUGH_INFO
677,Veganism:142,NOT_ENOUGH_INFO
677,Vegetarianism:268,NOT_ENOUGH_INFO
677,"Why We Love Dogs, Eat Pigs, and Wear Cows:4",NOT_ENOUGH_INFO
678,Agriculture:258,SUPPORTS
678,Beef:48,SUPPORTS
678,Livestock:75,SUPPORTS
678,Milk:129,SUPPORTS
678,Vegetarianism:279,SUPPORTS
687,Global warming:0,NOT_ENOUGH_INFO
687,Global warming:22,NOT_ENOUGH_INFO
687,Global warming:26,SUPPORTS
687,Global warming:29,NOT_ENOUGH_INFO
687,Global warming:31,NOT_ENOUGH_INFO
688,Lamont–Doherty Earth Observatory:0,NOT_ENOUGH_INFO
688,Lamont–Doherty Earth Observatory:8,NOT_ENOUGH_INFO
688,Megadrought:29,NOT_ENOUGH_INFO
688,Sean Solomon:0,NOT_ENOUGH_INFO
688,Wallace Smith Broecker:1,NOT_ENOUGH_INFO
689,Arctic Ocean:131,NOT_ENOUGH_INFO
689,Arctic Ocean:147,NOT_ENOUGH_INFO
689,Arctic sea ice decline:6,NOT_ENOUGH_INFO
689,Arctic sea ice decline:8,NOT_ENOUGH_INFO
689,Global warming:11,NOT_ENOUGH_INFO
692,Climate sensitivity:51,SUPPORTS
692,Climate sensitivity:53,SUPPORTS
692,Climate sensitivity:58,SUPPORTS
692,Global warming controversy:207,NOT_ENOUGH_INFO
692,James Hansen:126,NOT_ENOUGH_INFO
695,Carbon dioxide:192,NOT_ENOUGH_INFO
695,Climate sensitivity:0,NOT_ENOUGH_INFO
695,Climate sensitivity:118,NOT_ENOUGH_INFO
695,Climate sensitivity:48,NOT_ENOUGH_INFO
695,Climate sensitivity:6,NOT_ENOUGH_INFO
696,Microwave Sounding Unit temperature measurements:109,NOT_ENOUGH_INFO
696,Microwave Sounding Unit temperature measurements:114,SUPPORTS
696,Microwave Sounding Unit temperature measurements:96,NOT_ENOUGH_INFO
696,Microwave Sounding Unit temperature measurements:97,NOT_ENOUGH_INFO
696,The Great Global Warming Swindle:26,NOT_ENOUGH_INFO
697,Global warming controversy:231,SUPPORTS
697,Global warming controversy:232,NOT_ENOUGH_INFO
697,Global warming controversy:242,SUPPORTS
697,Machine learning:60,NOT_ENOUGH_INFO
697,Physics:137,NOT_ENOUGH_INFO
698,Global warming controversy:231,REFUTES
698,Nuclear winter:189,NOT_ENOUGH_INFO
698,Nuclear winter:202,NOT_ENOUGH_INFO
698,Nuclear winter:226,NOT_ENOUGH_INFO
698,Nuclear winter:46,NOT_ENOUGH_INFO
699,1257 Samalas eruption:144,NOT_ENOUGH_INFO
699,Natural disaster:18,NOT_ENOUGH_INFO
699,Nuclear winter:329,NOT_ENOUGH_INFO
699,Volcanism:16,SUPPORTS
699,Volcano:181,NOT_ENOUGH_INFO
701,Global warming controversy:196,NOT_ENOUGH_INFO
701,John Christy:17,NOT_ENOUGH_INFO
701,John Christy:18,NOT_ENOUGH_INFO
701,John Christy:20,NOT_ENOUGH_INFO
701,John Christy:21,NOT_ENOUGH_INFO
702,1257 Samalas eruption:144,SUPPORTS
702,1257 Samalas eruption:94,SUPPORTS
702,Climate change (general concept):101,NOT_ENOUGH_INFO
702,Volcanism:16,SUPPORTS
702,Volcano:181,SUPPORTS
703,Global cooling:26,NOT_ENOUGH_INFO
703,Global warming hiatus:37,SUPPORTS
703,John Christy:18,SUPPORTS
703,Phanerozoic:119,NOT_ENOUGH_INFO
703,Satellite temperature measurements:40,SUPPORTS
705,General circulation model:38,NOT_ENOUGH_INFO
705,General circulation model:5,NOT_ENOUGH_INFO
705,Global warming:143,SUPPORTS
705,Science:206,NOT_ENOUGH_INFO
705,Sensitivity analysis:278,NOT_ENOUGH_INFO
708,Antarctica:368,NOT_ENOUGH_INFO
708,Coal:223,NOT_ENOUGH_INFO
708,Global warming:3,NOT_ENOUGH_INFO
708,Ice age:178,NOT_ENOUGH_INFO
708,Paleocene–Eocene Thermal Maximum:618,NOT_ENOUGH_INFO
710,Global warming:147,NOT_ENOUGH_INFO
710,Sea level rise:163,NOT_ENOUGH_INFO
710,Sea level rise:167,NOT_ENOUGH_INFO
710,Sea level rise:171,NOT_ENOUGH_INFO
710,Sea level rise:9,NOT_ENOUGH_INFO
712,Antarctica:84,SUPPORTS
712,Lake Tahoe:237,NOT_ENOUGH_INFO
712,Miami:56,NOT_ENOUGH_INFO
712,Miami:61,REFUTES
712,River Thames:66,NOT_ENOUGH_INFO
716,Science:197,NOT_ENOUGH_INFO
716,Scientific method:124,NOT_ENOUGH_INFO
716,Scientific method:279,NOT_ENOUGH_INFO
716,Scientific method:598,NOT_ENOUGH_INFO
716,Scientific method:623,NOT_ENOUGH_INFO
717,Climatology:22,SUPPORTS
717,Greenland ice sheet:100,NOT_ENOUGH_INFO
717,Greenland ice sheet:53,SUPPORTS
717,Scientific consensus on climate change:16,SUPPORTS
717,Scientific consensus on climate change:671,NOT_ENOUGH_INFO
721,Antarctica:351,NOT_ENOUGH_INFO
721,Sea level rise:108,SUPPORTS
721,Sea level rise:545,SUPPORTS
721,West Antarctic Ice Sheet:1,SUPPORTS
721,West Antarctic Ice Sheet:36,NOT_ENOUGH_INFO
724,Global warming:1282,NOT_ENOUGH_INFO
724,Global warming:147,NOT_ENOUGH_INFO
724,Global warming:166,REFUTES
724,Nuclear power:399,SUPPORTS
724,Sustainable energy:41,NOT_ENOUGH_INFO
728,Climate change in the Arctic:13,NOT_ENOUGH_INFO
728,Global warming:463,SUPPORTS
728,Intergovernmental Panel on Climate Change:296,NOT_ENOUGH_INFO
728,Scientific consensus on climate change:107,NOT_ENOUGH_INFO
728,Scientific consensus on climate change:35,SUPPORTS
736,Europa (moon):155,NOT_ENOUGH_INFO
736,Oxygen:151,NOT_ENOUGH_INFO
736,Oxygen:155,NOT_ENOUGH_INFO
736,Radiocarbon dating:124,NOT_ENOUGH_INFO
736,Radiocarbon dating:135,NOT_ENOUGH_INFO
737,Pleistocene:92,NOT_ENOUGH_INFO
737,Proxy (climate):108,NOT_ENOUGH_INFO
737,Radiocarbon dating:19,NOT_ENOUGH_INFO
737,Speleothem:29,SUPPORTS
737,Speleothem:89,NOT_ENOUGH_INFO
739,Common octopus:153,NOT_ENOUGH_INFO
739,Common octopus:157,NOT_ENOUGH_INFO
739,Common octopus:33,NOT_ENOUGH_INFO
739,Human impact on marine life:118,NOT_ENOUGH_INFO
739,Paleoclimatology:97,NOT_ENOUGH_INFO
740,Paleothermometer:11,NOT_ENOUGH_INFO
740,Paleothermometer:16,NOT_ENOUGH_INFO
740,Paleothermometer:22,NOT_ENOUGH_INFO
740,Paleothermometer:9,NOT_ENOUGH_INFO
740,We Belong Together:125,NOT_ENOUGH_INFO
741,Geobiology:34,NOT_ENOUGH_INFO
741,Geology:187,NOT_ENOUGH_INFO
741,Geology:86,NOT_ENOUGH_INFO
741,Paleontology:1,NOT_ENOUGH_INFO
741,Paleontology:47,NOT_ENOUGH_INFO
742,Agriculture:225,REFUTES
742,Agriculture:259,NOT_ENOUGH_INFO
742,Climate change and agriculture:6,NOT_ENOUGH_INFO
742,Kyoto Protocol:333,REFUTES
742,Kyoto Protocol:388,NOT_ENOUGH_INFO
745,Anoxic event:65,REFUTES
745,Biodiversity:310,NOT_ENOUGH_INFO
745,Carbon dioxide in Earth's atmosphere:63,NOT_ENOUGH_INFO
745,Effects of global warming on human health:306,SUPPORTS
745,Paleoclimatology:6,NOT_ENOUGH_INFO
749,Attribution of recent climate change:58,NOT_ENOUGH_INFO
749,Attribution of recent climate change:61,NOT_ENOUGH_INFO
749,Attribution of recent climate change:72,SUPPORTS
749,Global warming:1459,NOT_ENOUGH_INFO
